timestamp_ns,accel_x,accel_y,accel_z
5504922373106,0.0,0.0,0.0
5504931832429,0.02323842,0.032375336,0.37930465
5504931832429,0.02323842,0.032375336,0.37930465
5504936562064,-0.11264694,-0.0011029243,0.55134034
5504993317481,-0.12782454,-0.28848457,-0.5187454
5505026424772,0.057664514,-0.349998,-0.6311822
5505026424772,0.057664514,-0.349998,-0.6311822
5505054802533,0.17096698,-0.40247107,0.5533962
5505073721022,-0.23116279,-0.6412091,1.3797541
5505073721022,-0.23116279,-0.6412091,1.3797541
5505106828366,-0.46722358,-0.6997943,2.2568645
5505125746856,-0.351642,-0.4517002,1.7429962
5505125746856,-0.351642,-0.4517002,1.7429962
5505158854304,-0.33757627,-0.4031186,1.8145809
5505158854304,-0.33757627,-0.4031186,1.8145809
5505158854304,-0.33757627,-0.4031186,1.8145809
5505182502429,-0.20997304,-0.3993044,2.2587414
5505210880241,0.18116951,0.12980032,1.3188324
5505210880241,0.18116951,0.12980032,1.3188324
5505229798783,0.23996353,0.14832449,0.7806797
5505234528418,0.24337626,0.12252283,0.74240017
5505258176595,0.10973203,0.21339035,1.1288042
5505281824824,0.07589471,0.3179512,1.3897123
5505286554460,0.14819372,0.21879482,1.3920622
5505305473002,0.12612689,-0.022505283,0.92875004
5505310202637,0.17879826,-0.055053234,0.6971178
5505329121231,0.4411283,-0.27749872,0.18774319
5505329121231,0.4411283,-0.27749872,0.18774319
5505333850866,0.39995563,-0.35868573,0.28645325
5505348039824,0.20299196,-0.46049118,0.33083057
5505348039824,0.20299196,-0.46049118,0.33083057
5505348039824,0.20299196,-0.46049118,0.33083057
5505352769460,0.12587863,-0.42507577,0.24697208
5505366958418,-0.17695522,-0.3341143,-0.12218571
5505366958418,-0.17695522,-0.3341143,-0.12218571
5505381147324,-0.040247142,-0.29365516,-0.35653973
5505381147324,-0.040247142,-0.29365516,-0.35653973
5505385877012,-0.059219837,-0.29781985,-0.3344841
5505400065918,0.045690835,-0.23668146,-0.19761848
5505400065918,0.045690835,-0.23668146,-0.19761848
5505404795606,0.11727053,-0.25259185,-0.08255577
5505414254877,0.029895186,-0.3124168,0.110547066
5505414254877,0.029895186,-0.3124168,0.110547066
5505418984564,-0.121447384,-0.20054913,0.18448734
5505428443835,-0.30267018,-0.17509031,0.35679817
5505428443835,-0.30267018,-0.17509031,0.35679817
5505433173522,-0.25135213,-0.18981147,0.2873478
5505437903158,-0.21124786,-0.07700229,0.26665688
