timestamp_ns,accel_x,accel_y,accel_z
6533941652816,1.3144097,1.2540493,-0.4926058
6533946382607,1.3404123,1.2276812,-0.62390494
6533960572086,1.2429212,0.35638905,0.3232385
6533970031722,1.8693993,-0.5035887,-0.25756514
6533974761566,2.1023028,-0.2496996,-1.3931181
6533984221201,1.51419,0.6027899,-2.8971543
6533988951045,1.1721764,0.6920538,-2.2400272
6533998410680,0.9661083,0.75312805,-0.9998987
6534007870316,0.6336684,0.7797804,-0.3593496
6534012600159,0.41227293,0.7970114,-0.18363619
6534017330003,0.25263882,0.8437748,-0.07652855
6534022059795,0.13471293,0.9532862,-0.042630315
6534026789638,0.062284946,1.1251831,-0.12266064
6534031519482,-0.054010153,1.3161087,-0.228037
6534036249274,-0.20805335,1.5616083,-0.24362862
6534040979118,-0.33633065,1.7872458,-0.22887266
6534045708909,-0.36048555,2.071786,-0.21927714
6534050438753,-0.21845913,2.3076258,-0.18353927
6534055168597,0.016179562,2.5403671,-0.22715425
6534064628232,0.55442786,3.1643362,-0.5848026
6534064628232,0.55442786,3.1643362,-0.5848026
6534074087868,0.54443264,4.227853,-0.60223305
6534074087868,0.54443264,4.227853,-0.60223305
6534088277347,1.5700564,5.29926,-1.4898673
6534088277347,1.5700564,5.29926,-1.4898673
